pid_assignment,pnrt_audition,pnrt_newclub,pnrt_phone,pnrt_truth,pnrt_food,pnrt_cheat,pnrt_leader,pnrt_skip,pnrt_like,pnrt_challenge,pnrt_personal,pnrt_newlook,pnrt_snuckout,pnrt_newsocial,pnrt_secret,pnrt_sexy,pnrt_beliefs,pnrt_friend,pnrt_sport,pnrt_mph,pnrt_newpeople,pnrt_auditionfreq,pnrt_newclubfreq,pnrt_phonefreq,pnrt_truthfreq,pnrt_foodfreq,pnrt_cheatfreq,pnrt_leaderfreq,pnrt_skipfreq,pnrt_likefreq,pnrt_challengefreq,pnrt_personalfreq,pnrt_newlookfreq,pnrt_snuckoutfreq,pnrt_newsocialfreq,pnrt_secretfreq,pnrt_sexyfreq,pnrt_beliefsfreq,pnrt_friendfreq,pnrt_sportfreq,pnrt_mphfreq,pnrt_newpeoplefreq,pnrt_complete
1071.1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,,1,1,0,1,0,,,,,3,,,,,1,,1,,,2,,2,1,,1,,2
2071.1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,,0,1,1,1,2,1,2,,,2,3,,,3,,1,2,,1,1,2
2072.1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,,,3,2,1,,3,,2,,2,3,,,3,,,,3,1,2
2070.1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,,1,1,1,2,,,1,,3,3,,2,,,,1,1,3,2
2077.1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,,1,,3,1,1,2,,,1,,2,,2,1,,1,1,,,2,2
3156.1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,,3,3,3,3,3,1,3,,3,3,1,3,1,3,3,3,3,1,2
3157.1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,3,3,2,0,,1,1,1,3,1,2,2,3,1,2,1,1,1,3,2
2075.1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,,1,,2,3,2,,2,0,1,,2,,,2,,,,0,,1,2
1075,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,1,,,2,,1,,,3,,3,,2,,,3,0,,,,2
1079.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,,1,0,0,0,0,,,,3,0,,,,,1,,,,,0,,0,0,,,,2
1077.1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,,1,1,1,1,1,,1,,3,3,,1,,,,,2,,2,,,3,3,1,2,1,2
1076,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,,1,1,1,0,1,1,2,,2,2,,2,,3,1,,2,,3,3,,2,2,1,,2,2
2083.1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2,1,3,3,1,2,2,2,2,2,3,1,2,2,2,1,0,0,2
2084.1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,,,,2,,,,,1,,2,,,,,3,1,2,1,1,2
2081.1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,3,1,3,2,,1,,1,2,,,2,,2,2,2,1,2,2
1098.1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,,1,1,1,1,1,0,,,1,3,,,,,1,,1,,2,1,,2,3,1,2,2,2
1080.1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,,0,1,1,1,0,,,,3,3,,1,,,1,,,,2,1,,,,1,2,,2
1112.1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,,1,1,1,0,1,,0,,3,3,0,,,3,2,,3,,1,,,3,3,2,,1,2
1099.1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,,1,0,1,0,1,1,2,,,3,,2,,,2,,2,,,3,,2,3,1,,1,2
1113.1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,,1,0,0,0,0,3,,,,0,,1,,0,,,,,1,,,1,0,,,,2
1083.1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,,1,1,1,0,1,1,1,,2,3,,,,,,,3,,,1,,2,2,1,,2,2
1084.1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,,0,1,1,0,1,,,,,2,,0,,,,,1,,1,,,,,1,,1,2
1095.1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,,1,0,0,1,0,,,,2,3,,2,,,3,,3,,,1,,2,0,,2,,2
2094.1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,2,,1,,,2,,2,,1,1,,1,1,1,,,2
1103.1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,,1,1,0,1,1,1,2,,3,3,,1,,2,,,3,,3,3,,2,3,,3,1,2
1086.1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,,1,1,0,0,0,,,,0,1,,,0,,0,,1,,,,,1,0,,,,2
2099.1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,,2,3,1,2,1,3,2,,1,1,1,2,1,2,1,2,1,1,2
1085.1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,,1,1,0,1,0,0,,,1,3,1,,,,2,,,,2,1,,1,0,,2,,2
1088.1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,,1,1,0,0,1,0,1,,1,2,,,,,3,,,,1,1,,2,2,,,1,2
1100,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,,1,1,1,0,1,1,1,,2,3,,1,,,2,,2,,,1,,2,3,1,,2,2
2093.1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,2,3,2,3,2,,,,3,2,,2,1,,1,,3,3,3,3,3,2
2089.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,,1,1,0,0,1,,,,0,2,,,,,1,,,,,0,,3,2,,,0,2
1091.1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,,0,1,1,0,1,,0,,,1,,0,,1,3,,,,0,0,,,,1,,0,2
1090.1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,,1,1,0,1,0,,0,,1,,,0,,,0,1,,,,2,,1,1,,1,,2
1081.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,1,1,0,1,0,,,,,3,,,,,,,3,,,,,3,3,,3,,2
1119.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,,1,0,0,1,1,1,,,3,3,,0,,,0,,1,,1,1,,1,0,,2,1,2
1121.1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,,1,0,0,1,1,,1,,2,1,2,,,,0,,,1,1,1,,1,0,,2,1,2
1110.1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,,0,0,1,0,0,,1,,2,3,,,,,,,0,,,1,,,,1,,,2
1087.1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,,1,1,1,1,1,2,2,1,3,3,3,1,,,3,1,2,,3,2,,3,3,2,3,1,2
1092.1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,,1,1,1,1,1,1,3,,2,3,3,0,1,3,0,3,0,,3,,,2,3,3,0,3,2
2080.1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,,2,1,2,,3,1,0,,2,3,,1,,1,1,1,,2,2
2087.1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,,1,1,1,1,0,1,1,1,3,2,,1,,,1,,1,,3,,,2,1,2,2,,2
2086.1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,2,,,2,0,,,,1,,0,,,1,,2,1,0,,1,2
1089.1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,,1,1,1,0,0,1,1,,0,2,,,,,2,,2,,,0,,2,0,1,,,2
2085.1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2,0,2,3,1,3,2,1,0,1,,,,1,3,0,3,1,0,3,2,2
2091.1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,2,3,3,2,3,1,,1,,1,3,3,2,,2,3,2,3,1,2
2090.1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,,,1,,,1,,,,,,,1,2,,2,1,,1,1,2
2082.1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,1,3,1,1,,1,3,3,3,1,3,3,2,3,1,2
1123.1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,,1,1,1,0,0,0,1,,,1,1,,,,,,1,,2,,,2,1,1,,,2
1096.1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,,1,1,0,0,1,0,1,,0,,,1,,,0,,1,,,,,0,1,,,1,2
1106.1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,1,,1,,1,2,,,,,1,,,,,,,2,0,,,1,2
2092.1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,,,3,2,1,,,1,2,,2,,,2,,3,2,1,,1,2
1107.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,2
1094.1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,,1,1,0,1,0,1,1,,2,1,1,,,1,1,,1,1,1,,,2,1,,1,,2
1082.1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,,1,1,1,0,1,1,1,,3,2,3,3,,3,3,,3,,3,,,3,3,1,,1,2
1097.1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,,1,1,1,0,0,,0,,1,1,,,,,0,,,,,2,,1,1,0,,,2
2095.1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,3,,3,2,2,2,,1,2,,,,2,3,,3,1,2,3,3,2
1093.1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,,1,0,0,1,1,1,1,,,1,,1,0,,1,,,,2,,,1,1,,1,1,2
1105.1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,,1,1,0,1,1,1,1,,1,0,,1,,2,1,,0,,2,,,2,1,,1,1,2
2100.1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,2,,3,,,1,,2,,2,1,,2,1,1,,2,2
1125.1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,,1,1,1,0,1,,3,,3,3,,,,3,3,,2,,2,2,,3,3,1,,3,2
2096.1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,3,3,3,,,1,2,,3,,2,3,2,2,2,0,2,1,2
2097.1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,3,3,,2,,2,2,,2,,2,3,,2,2,3,1,2,2
1101.1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,,1,1,1,1,0,1,,,1,1,,2,,,,,1,,1,,,3,1,2,2,,2
1114.1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,,1,1,1,0,1,1,2,,1,3,,3,,,1,,1,,1,3,,3,1,3,,1,2
1104.1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,,1,,3,,,,,,,,1,,,3,,,,,,,2
1110,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,,,,3,,,,,1,,,,,,,,1,1,,,,2
2103.1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,1,1,2,,2,,0,2,2,,,,,,,,,,2
1117.1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,,1,1,1,0,1,,1,,3,,,1,,,,,1,,1,3,,3,2,1,,1,2
1116.1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,,1,1,0,0,1,,1,,1,1,,2,,,1,,,,,,,1,1,,,3,2
1102.1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,,1,1,0,0,1,1,,,3,,,,,1,2,,,,1,1,,3,3,,,0,2
1108.1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,,1,,1,2,,,,,,,,,,,,1,1,1,,,2
2102.1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,2,3,3,2,1,,,1,,,,2,,,3,1,1,2,1,2
2105.1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,,1,1,,0,,,1,,2,,1,2,,1,1,1,,1,2
2107.1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,,1,,1,,0,,0,,1,,0,1,,1,,,,,0,2
2101.1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,3,,,0,0,,,,,,,0,,3,0,,,,2
1109.1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,,,,1,1,0,,,0,,,,,,2,,3,1,2,0,2,2
1111.1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,,1,1,1,0,1,,1,,3,3,,2,,1,2,,2,,,1,,3,1,2,,3,2
1122.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,1,,,,,1,,,,,,,,,,,,2
2106.1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,,1,,2,2,1,3,,,,,,,,1,,2,3,,,3,2
1115.1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,,1,0,1,0,0,2,,,3,3,1,1,,1,,,2,,,,,2,2,2,,,2
2104.1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,3,,,2,,,2,,2,,,1,,3,2,1,3,2,2
1118.1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,,1,1,1,0,1,,1,,1,3,,3,,2,2,,,,,1,,3,3,2,,1,2
3999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2
1124.1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,,1,0,1,1,1,0,0,,3,,2,,1,,,,2,,1,3,,1,0,0,2,0,2
2110.1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,,1,,3,2,,1,,2,,,3,1,,1,,3,2,,2,,2
2113.1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,,1,1,0,1,0,,1,,2,3,,,,,,,1,,,1,,3,1,,2,,2
2122.1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,,1,,1,3,0,2,,,2,,2,,1,1,,1,1,2,,2,2
2111.1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,,3,2,1,1,,1,1,,3,,1,3,,3,2,2,2,2,2
2123.1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,,3,2,1,,,2,1,1,2,,,2,2,3,2,1,1,2,2
1129.1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,,0,0,0,1,0,,,,0,,1,,,,,,1,2,,,,,,,0,,2
2114.1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2,,1,1,1,1,0,1,1,,2,0,1,1,1,1,1,1,,1,2
1126.1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,,1,1,0,0,1,,1,,,0,,,,1,1,,1,,1,,,1,2,,,1,2
1128.1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,,0,1,1,1,0,,,,,3,,,0,,,0,3,,,,,,,2,0,,2
2113.1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,,3,2,3,2,,,1,,1,3,2,3,,3,2,1,1,3,2
2118.1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,,0,,1,1,1,2,,,,,0,,1,,,,,1,0,1,2
2112.1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,2,3,,3,3,2,2,1,3,1,3,,3,2,2,2,3,2
2130.1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,,1,,1,2,,1,,2,1,1,1,3,3,1,,3,2,1,3,3,2
2115.1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,,,2,3,3,,1,,,,2,,1,,,1,1,1,1,1,2
2116.1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,,,3,3,3,1,3,,0,,3,3,3,3,,3,2,1,,3,2
2124.1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,3,1,2,1,2,0,1,,0,,,1,3,,1,1,0,1,1,2
2088.1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,,,,1,1,,2,,,,,,1,1,,,2,0,,1,,2
2129.1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,,,1,2,,,,,0,,1,,1,1,,,,,,,2
2120.1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,,,,,,1,1,1,1,1,,,1,1,,1,1,,2,1,2
2117.1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,,3,,3,3,3,2,,,2,,2,,2,1,3,3,3,,1,2,2
2098.1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,3,3,,2,3,1,1,3,,3,3,3,3,2,3,,3,3,3,2,3,2
2127.1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,,3,2,1,3,,1,1,,2,,3,,,3,3,2,,2,2
2119.1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,2,2,,3,3,3,1,,1,1,1,2,,3,3,2,2,1,1,,1,2
2121.1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,3,1,3,2,3,3,1,,,1,,3,3,1,2,2,2,3,1,2
1132.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,,,,0,1,,,,,,,,,,,,0,2,,,,2
2126.1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,,1,2,1,,3,,2,1,,1,2,,1,1,2,3,1,,2,1,2
2125.1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,,1,3,2,2,2,2,3,,1,,3,2,1,1,,1,2,1,3,2,2
2128.1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,,3,3,,1,,1,,,3,,2,1,2,3,2,2,,1,2
1131.1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,,1,1,1,0,1,1,,,3,3,3,1,,,1,,2,,1,2,,1,1,1,,1,2
1130.1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,,1,1,0,1,1,,1,,3,2,3,,,1,1,,1,,2,2,,1,1,,3,2,2
